2026-02-14T16:15:08Z,up,85,972,200
2026-02-14T17:25:43Z,up,85,4626,200
2026-02-14T18:44:11Z,up,85,425,200
2026-02-14T19:55:58Z,up,85,552,200
2026-02-15T04:24:42Z,up,85,2602,200
2026-02-15T05:35:51Z,up,85,552,200
2026-02-15T06:57:12Z,up,85,1498,200
2026-02-15T15:16:00Z,up,86,642,200
2026-02-15T16:34:36Z,up,86,363,200
2026-02-15T17:55:12Z,up,86,352,200
2026-02-15T19:02:04Z,up,86,353,200
2026-02-15T20:36:54Z,up,86,3191,200
2026-02-15T21:46:43Z,up,86,797,200
2026-02-15T22:55:36Z,up,86,360,200
2026-02-16T00:01:40Z,up,86,2888,200
2026-02-16T02:56:16Z,up,86,444,200
2026-02-16T04:56:49Z,up,86,343,200
2026-02-16T06:05:57Z,up,86,3593,200
2026-02-16T07:19:50Z,up,86,605,200
2026-02-16T09:03:13Z,up,86,4830,200
2026-02-16T10:05:54Z,up,86,1361,200
2026-02-16T11:50:27Z,up,86,703,200
2026-02-16T13:48:43Z,up,85,512,200
2026-02-16T15:24:04Z,up,85,415,200
2026-02-16T16:58:18Z,up,85,486,200
2026-02-16T18:07:06Z,up,85,308,200
2026-02-16T19:38:54Z,up,85,528,200
2026-02-16T21:00:15Z,up,85,480,200
2026-02-16T22:29:30Z,up,85,362,200
2026-02-16T23:34:55Z,up,85,471,200
2026-02-17T02:01:05Z,up,85,373,200
2026-02-17T04:26:18Z,up,85,476,200
2026-02-17T05:42:11Z,up,85,519,200
2026-02-17T07:37:49Z,up,85,625,200
2026-02-17T09:11:34Z,up,85,378,200
2026-02-17T11:03:47Z,up,85,366,200
2026-02-17T12:29:54Z,up,85,550,200
2026-02-17T13:47:32Z,up,85,412,200
2026-02-17T15:32:49Z,up,85,2941,200
2026-02-17T16:33:54Z,up,85,473,200
2026-02-17T17:37:11Z,up,85,358,200
2026-02-17T19:31:46Z,up,85,716,200
2026-02-17T20:51:49Z,up,85,374,200
2026-02-17T21:52:44Z,up,85,3093,200
2026-02-17T22:54:08Z,up,85,426,200
2026-02-18T00:58:31Z,up,54,3615,200
2026-02-18T03:39:12Z,up,54,668,200
2026-02-18T05:14:12Z,up,54,632,200
2026-02-18T06:16:16Z,up,54,1240,200
2026-02-18T07:19:19Z,up,54,3315,200
2026-02-18T08:59:06Z,up,54,466,200
2026-02-18T10:35:38Z,up,54,478,200
2026-02-18T11:59:53Z,up,54,430,200
2026-02-18T13:18:49Z,up,54,691,200
2026-02-18T15:07:37Z,up,54,558,200
2026-02-18T17:17:47Z,up,54,692,200
2026-02-18T19:11:29Z,up,54,682,200
2026-02-18T20:34:25Z,up,54,624,200
2026-02-18T21:50:29Z,up,54,608,200
2026-02-18T22:57:23Z,up,54,362,200
2026-02-19T01:43:38Z,up,54,3100,200
2026-02-19T04:06:33Z,up,54,514,200
2026-02-19T05:36:34Z,up,54,393,200
2026-02-19T06:40:29Z,up,54,490,200
2026-02-19T08:08:58Z,up,82,6530,200
2026-02-19T10:02:07Z,up,82,468,200
2026-02-19T11:36:40Z,up,82,468,200
2026-02-19T13:41:13Z,up,82,479,200
2026-02-19T15:28:24Z,up,82,666,200
2026-02-19T17:15:47Z,up,82,484,200
2026-02-19T19:08:25Z,up,82,630,200
2026-02-19T20:18:53Z,up,82,375,200
2026-02-19T21:22:10Z,up,82,3029,200
